Trait tested,ID,Tau,Study Title,Citation,CENT_LAT,CENT_LONG,ABUNDANCE_TYPE,BIOMASS_TYPE
Plants: Seed Mass,481,0.03669879217087869,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",73.154112,-79.944419,NA,Cover
Plants: Seed Mass,481,0.03669879217087869,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",73.154112,-79.944419,NA,Cover
Plants: Seed Mass,481,0.03669879217087869,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",73.154112,-79.944419,NA,Cover
Plants: Seed Mass,481,0.03669879217087869,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",73.154112,-79.944419,NA,Cover
Plants: Seed Mass,355,0.03734423525822539,Plant Species Composition on Selected Watersheds at Konza Prairie,"Hartnett, D.C. & Collins, S.L. (2016) PVC02 Plant Species Composition on Selected Watersheds at Konza Prairie. Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/7b6df00de4d0fcecfd344c02de9f9c62, accessed 2017.",39.083333,-96.58333,NA,Cover
Plants: Seed Mass,393,0.05128205128205128,Velka Ples,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.989616,13.803386,Count,Weight
Plants: Seed Mass,398,0.05555555555555556,Polom,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.789846,15.752199,Count,Weight
Plants: Seed Mass,241,0.06631981052690111,Sherman Forest Dynamics Plot Panama,"Condit, R. “Sherman Forest Dynamics Plot, Panama.” The Center for Tropical Forest Science. Smithsonian Tropical Research Institute.  Available at: http://www.ctfs.si.edu/site/Sherman/, accessed 2013.",9.3636,-79.9547,Count,NA
Plants: Seed Mass,241,0.06631981052690111,Sherman Forest Dynamics Plot Panama,"Condit, R., Pérez, R., Aguilar, S., Lao, S., Robin, F. & Hubbell, S. (2018) Tree species abundance through time in tropical forest census plots, Panama. DataONE Dash, Dataset, , Available at: https://doi.org/10.15146/R3MM4V",9.3636,-79.9547,Count,NA
Plants: Seed Mass,485,0.08917693288149804,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",64.853559,-19.675504,NA,Cover
Plants: Seed Mass,485,0.08917693288149804,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",64.853559,-19.675504,NA,Cover
Plants: Seed Mass,485,0.08917693288149804,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",64.853559,-19.675504,NA,Cover
Plants: Seed Mass,485,0.08917693288149804,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",64.853559,-19.675504,NA,Cover
Plants: Seed Mass,356,0.09999757371885178,Long-term stem inventory data from tropical rain forest plots in Australia,"Bradford, M.G., Murphy, H.T., Ford, A.J., Hogan, D.L. & Metcalfe, D.J. (2014) Long?term stem inventory data from tropical rain forest plots in Australia. Ecology, 95, 2362-2362.",-17.03808,145.561207,Count,NA
Plants: Seed Mass,298,0.12380952380952384,Long-term mapped quadrats from Kansas prairie demographic information for herbaceaous plants,"Adler, P.B., Tyburczy, W.R. & Lauenroth, W.K. (2007) Long-term mapped quadrats from Kansas prairie: demographic information for herbaceaous plants. Ecology, 88, 2673-2673.",38.8,-99.3,NA,Cover
Plants: Seed Mass,396,0.1319265805961049,Doutnac,"Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016.",49.955324,14.153373,Count,Weight
Plants: Seed Mass,497,0.15151515151515152,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",43.27,41.42,NA,Cover
Plants: Seed Mass,497,0.15151515151515152,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",43.27,41.42,NA,Cover
Plants: Seed Mass,497,0.15151515151515152,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",43.27,41.42,NA,Cover
Plants: Seed Mass,497,0.15151515151515152,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",43.27,41.42,NA,Cover
Plants: Seed Mass,489,0.1523809523809524,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",60.37,7.32,NA,Cover
Plants: Seed Mass,489,0.1523809523809524,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",60.37,7.32,NA,Cover
Plants: Seed Mass,489,0.1523809523809524,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",60.37,7.32,NA,Cover
Plants: Seed Mass,489,0.1523809523809524,ITEX Dataset 11 - Finse (Ridge),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",60.37,7.32,NA,Cover
Plants: Seed Mass,471,0.1704545454545454,Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge,"Muldavin, E. & Collins, S. (2003) Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge, New Mexico: Species Composition Study 2004 to present. Sevilleta LTER. Available at: http://sev.lternet.edu/data/sev-166, accessed 2016.",34.35,-106.88,Count,NA
Plants: Seed Mass,255,0.18095238095238095,Multi-decade. spatially explicit population studies of canopy dynamics in Michigan old-growth forests,"Woods, K. D. (2009) Multi-decade, spatially explicit population studies of canopy dynamics in Michigan old-growth forests. Ecology, 90, 3587.",46.3667,-87.1333,Count,NA
Plants: Seed Mass,234,0.1868131868131868,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1965, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=29, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Seed Mass,234,0.1868131868131868,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1977, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=30, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Seed Mass,234,0.1868131868131868,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1987, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=32, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Seed Mass,234,0.1868131868131868,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1992, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=33, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Seed Mass,234,0.1868131868131868,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1997, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=34, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Seed Mass,234,0.1868131868131868,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Fahey, T.  & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1982, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=31, accessed 2016.",43.953465,-71.739556,Count,Weight
Plants: Seed Mass,234,0.1868131868131868,Forest Inventory of a Northern Hardwood Forest Watershed 6,"Battles, J.J., Johnson, C., Hamburg, S., Fahey, T., Driscoll, C. & Likens, G. (2003) “Forest Inventory of a Northern Hardwood Forest: Watershed 6 2002.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=35, accessed 2012.",43.953465,-71.739556,Count,Weight
Plants: Seed Mass,336,0.197928784675619,Long term monitoring and experimental manipulation of a Chihuahuan Desert ecosystem near Portal Arizona,"Ernest, S., Valone, T.J. & Brown, J.H. (2009) Long?term monitoring and experimental manipulation of a Chihuahuan Desert ecosystem near Portal, Arizona, USA. Ecology, 90, 1708-1708.",31.938889,-109.0797,Count,NA
Plants: Seed Mass,240,0.2613240418118467,Pinon-Juniper (Core Site) Quadrat Data for the Net Primary Production Study at the Sevilleta National Wildlife Refuge New Mexico (2003-present ),"Muldavin, E. “Pinon-Juniper (Core Site) Quadrat Data for the Net Primary Production Study at the Sevilleta National Wildlife Refuge, New Mexico (2003-Present).” Sevilleta Long Term Ecological Research Program. Available at: http://sev.lternet.edu/node/1718, accessed 2013.",34.35,-106.88,Count,Cover
Plants: Seed Mass,465,0.3333333333333333,Plants from the Bavarian Forest,"Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170.",49.580698,13.309649,Count,NA
Plants: Seed Mass,465,0.3333333333333333,Plants from the Bavarian Forest,"Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757.",49.580698,13.309649,Count,NA
Plants: Seed Mass,465,0.3333333333333333,Plants from the Bavarian Forest,"Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148.",49.580698,13.309649,Count,NA
Plants: Seed Mass,483,0.3382352941176471,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786.",43.27,41.41,NA,Cover
Plants: Seed Mass,483,0.3382352941176471,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175.",43.27,41.41,NA,Cover
Plants: Seed Mass,483,0.3382352941176471,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457.",43.27,41.41,NA,Cover
Plants: Seed Mass,483,0.3382352941176471,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),"Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452.",43.27,41.41,NA,Cover
Plants: Seed Mass,364,0.3999999999999999,Long-term reductions in anthropogenic nutrients link to improvements in Chesapeake Bay habitat,"Ruhl, H. A. & Rybicki, N. B. (2010) Long-term reductions in anthropogenic nutrients link to improvements in Chesapeake Bay habitat. Proceedings of the National Academy of Sciences, 107 (38), 16566–16570. doi:10.1073/pnas.1003590107.",38.901,-77.069,NA,Cover
Plants: Seed Mass,10,0.45588235294117646,Windstorm disturbance without patch dynamics twelve years of change in a Minnesota forest,"Webb, S. L. & Scanga, S. E. (2001) Windstorm Disturbance without Patch Dynamics: Twelve Years of Change in a Minnesota Forest. Ecology, 82, 893 –897.",47.4,-95.12,Count,NA
Marine: Qual. Body Size,457,-0.0669475959880091,Dynamics of a coral reef community,"Kuo, C.-Y., Yuen, Y.S., Meng, P.-J., Ho, P.-H., Wang, J.-T., Liu, P.-J., Chang, Y.-C., Dai, C.-F., Fan, T.-Y., Lin, H.-J., Baird, A. H. & Chen, C. A. (2012) Recurrent Disturbances and the Degradation of Hard Coral Communities in Taiwan. PLoS ONE, 7, e44364.",21.944853,120.768636,MeanCount,NA
Marine: Qual. Body Size,97,-0.0424395211239847,Archives of the Arctic Seas Zooplankton (ARC),"Markhaseva, E.L., Golikov, A.A., Agapova, T.A. & Beig, A.A. (1985) Archives of the Arctic Seas Zooplankton. Available at: http://www.iobis.org/mapper/?dataset=4470, accessed 2012.",72.739441,10.694448,Count,NA
Marine: Qual. Body Size,330,-0.02406013170987335,Over 75 years of zooplankton data from Australia,"Davies, C. H., Armstrong, A. J., Baird, M., Coman, F., Edgar, S., Gaughan, D., Greenwood, J., Gusmão, F., Henschke, N., Koslow, J. A., Leterme, S. C., McKinnon, A. D., Miller, M., Pausina, S., Palomino, J. U., Roennfeldt, R.-L., Rothlisberg, P., Slotwinski, A., Strzelecki, J., Suthers, I. M., Swadling, K. M., Talbot, S., Tonks, M., Tranter, D. H., Young, J. W. & Richardson, A. J. (2014) Over 75 years of zooplankton data from Australia. Ecology, 95, 3229. http://dx.doi.org/10.1890/14-0697.1.",-23.830553,136.449216,Density,NA
Marine: Qual. Body Size,176,0.07638981936866326,Atlantic Zone Monitoring Program Maritimes Region (AZMP) plankton datasets. In Fisheries and Oceans Canada - BioChem archive (OBIS Canada),"Kennedy, M. & Spry, J. (2011) Atlantic Zone Monitoring Program Maritimes Region plankton datasets. Fisheries and Oceans Canada-BioChem archive. OBIS Canada, Bedford Institute of Oceanography, Dartmouth, Nova Scotia, Canada.",45.073359,-60.564453,Count,Weight
Marine: Qual. Body Size,143,0.13133002154811185,COPEPODA-ESPOBIS Data Base IMO-UdeC,"Escribano, R., Manríquez, K. & Godoy, F. (2006) ""Copepoda-COPAS Center (COPAS_CPD1) - Planktonic copepods from the Chilean Humboldt Current System - Eastern South Pacific Regional Node of OBIS (ESPOBIS)"". Available at: http://www.iobis.org, accessed 2012.",-28.493581,-71.860312,Count,NA
Marine: Qual. Body Size,143,0.13133002154811185,COPEPODA-ESPOBIS Data Base IMO-UdeC,"Hidalgo, P., Escribano, R., Vergara, O., Jorquera, E., Donoso, K. & Mendoza, P. (2010) Patterns of copepod diversity in the Chilean coastal upwelling system. Deep Sea Research Part II: Topical Studies in Oceanography, 57, 2089–2097.",-28.493581,-71.860312,Count,NA
Marine: Qual. Body Size,133,NA,Copepods (Tropical and Subtropical Western South Atlantic OBIS),"Björnberg, T. (1963) On the marine free-living copepods off Brazil. Boletim do Instituto oceanogràfico, 13, 03-142.",-14.616657,-42.219116,Count,NA
Marine: Qual. Body Size,133,NA,Copepods (Tropical and Subtropical Western South Atlantic OBIS),"Silveira, F. L. & Lopes, R. M. (2008) ""On the Marine Free-Living Copepods off Brazil -WSAOBIS"". Western South Atlantic OBIS, São Paulo. Available at: http://www.iobis.org, accessed 2012.",-14.616657,-42.219116,Count,NA
Marine: Qual. Body Size,367,NA,Monitoring site 1000 Coastal zone research - Tidal flat survey,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2015) “Monitoring site 1000 Coastal zone research - Tidal flat survey” (HIG01.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index_file_tidalflats.html). Accessed 2016.",34.058009,134.978473,Count,NA
